,cell_x,cell_y,death_time
0,1195.0,1679.0000000000002,0
1,136.00000000000023,689.0000000000005,120
2,112.00000000000024,794.0000000000005,120
3,58.000000000000256,1019.0000000000005,120
4,337.00000000000017,1025.0000000000002,120
5,1336.0,1223.0000000000002,120
6,1336.0,1160.0000000000002,120
7,1216.0,551.0000000000006,120
8,1714.0,587.0000000000006,120
9,250.00000000000023,449.0000000000005,120
10,382.00000000000017,515.0000000000006,120
11,451.00000000000017,914.0000000000005,120
12,223.00000000000023,830.0000000000005,120
13,139.00000000000023,851.0000000000005,120
14,175.00000000000026,953.0000000000005,120
15,286.00000000000017,1643.0000000000002,120
16,583.0000000000002,812.0000000000005,120
17,1093.0,1586.0000000000002,120
18,1447.0,1274.0000000000002,120
19,1147.0,554.0000000000006,120
20,1378.0,578.0000000000006,120
21,2143.0,1619.0000000000002,120
22,403.00000000000017,569.0000000000006,120
23,205.00000000000023,707.0000000000005,120
24,148.00000000000026,1001.0000000000005,120
25,193.00000000000023,1031.0000000000002,120
26,271.00000000000017,1037.0000000000002,120
27,553.0000000000001,914.0000000000005,120
28,496.00000000000017,902.0000000000006,120
29,598.0000000000002,605.0000000000006,120
30,694.0000000000003,668.0000000000006,120
31,868.0,764.0000000000005,120
32,958.0,1181.0000000000002,120
33,1012.0,1244.0000000000002,120
34,1141.0,1670.0000000000002,120
35,1297.0,1859.0,120
36,1450.0,620.0000000000006,120
37,1588.0,449.0000000000005,120
38,1666.0,425.0000000000005,120
39,1720.0,410.0000000000005,120
40,1762.0,809.0000000000005,120
41,1798.0,890.0000000000005,120
42,1837.0,1091.0000000000002,120
43,2047.0,512.0000000000006,120
44,2062.0,563.0000000000006,120
45,2512.0,1073.0000000000002,120
46,2467.0,1031.0000000000002,120
47,394.00000000000017,98.00000000000044,120
48,454.00000000000017,509.0000000000005,120
49,280.00000000000017,485.0000000000005,120
50,307.00000000000017,764.0000000000005,120
51,283.00000000000017,929.0000000000005,120
52,232.00000000000023,959.0000000000005,120
53,274.00000000000017,1685.0000000000002,120
54,259.00000000000017,1907.0,120
55,973.0,788.0000000000005,120
56,1129.0,875.0000000000005,120
57,1186.0,905.0000000000005,120
58,1216.0,752.0000000000005,120
59,1051.0,587.0000000000006,120
60,1504.0,881.0000000000005,120
61,1156.0,1091.0000000000002,120
62,1078.0,1103.0000000000002,120
63,1075.0,1160.0000000000002,120
64,1531.0,1709.0000000000002,120
65,1624.0,1340.0000000000002,120
66,1549.0,1337.0000000000002,120
67,1546.0,1190.0000000000002,120
68,2002.0,554.0000000000006,120
69,37.000000000000256,503.0000000000005,120
70,433.00000000000017,413.0000000000005,120
71,472.00000000000017,452.0000000000005,120
72,259.00000000000017,734.0000000000005,120
73,241.00000000000023,905.0000000000005,120
74,232.00000000000023,1058.0000000000002,120
75,298.00000000000017,977.0000000000005,120
76,475.00000000000017,836.0000000000005,120
77,535.0000000000001,824.0000000000005,120
78,343.0000000000001,1646.0000000000002,120
79,934.0,1139.0000000000002,120
80,1204.0,1619.0000000000002,120
81,1537.0,533.0000000000006,120
82,1639.0,527.0000000000006,120
83,2464.0,1031.0000000000002,120
84,310.00000000000017,1814.0,120
85,439.00000000000017,743.0000000000005,120
86,802.0000000000003,689.0000000000005,120
87,1204.0,701.0000000000005,120
88,1249.0,941.0000000000005,120
89,1195.0,1292.0000000000002,120
90,1084.0,1337.0000000000002,120
91,1321.0,1640.0000000000002,120
92,1882.0,872.0000000000005,120
93,1822.0,845.0000000000005,120
94,1777.0,503.0000000000005,120
95,457.00000000000017,122.00000000000044,120
96,421.00000000000017,161.00000000000043,120
97,1156.0,1475.0000000000002,120
98,1099.0,1442.0000000000002,120
99,1009.0,1316.0000000000002,120
100,1399.0,773.0000000000005,120
101,1441.0,803.0000000000005,120
102,1420.0,938.0000000000005,120
103,1510.0,1124.0000000000002,120
104,1471.0,1118.0000000000002,120
105,394.00000000000017,938.0000000000005,120
106,424.00000000000017,1847.0,120
107,475.00000000000017,1826.0,120
108,1108.0,1400.0000000000002,120
109,1417.0,1163.0000000000002,120
110,1450.0,995.0000000000005,120
111,1714.0,347.00000000000045,120
112,1423.0,554.0000000000006,120
113,1069.0,1391.0000000000002,240
114,1141.0,1397.0000000000002,240
115,1396.0,647.0000000000006,240
116,1369.0,881.0000000000005,240
117,34.000000000000256,803.0000000000005,240
118,79.00000000000024,851.0000000000005,240
119,577.0000000000002,545.0000000000006,240
120,958.0,1406.0000000000002,240
121,1270.0,1766.0000000000002,240
122,1432.0,1058.0000000000002,240
123,1489.0,1055.0000000000002,240
124,1123.0,746.0000000000005,240
125,1120.0,620.0000000000006,240
126,523.0000000000001,602.0000000000006,240
127,502.00000000000017,737.0000000000005,240
128,1363.0,974.0000000000005,240
129,985.0,1475.0000000000002,240
130,1312.0,614.0000000000006,240
131,685.0000000000002,446.0000000000005,240
132,817.0000000000003,575.0000000000006,240
133,1249.0,845.0000000000005,240
134,1696.0,284.0000000000004,240
135,1129.0,1343.0000000000002,240
136,1096.0,680.0000000000006,240
137,1327.0,404.0000000000004,240
138,1237.0,1193.0000000000002,360
139,1201.0,1568.0000000000002,360
